"chart_position","chart_date","song","performer","song_id"
98,2023-03-11,"Manana Sera Bonito","Karol G & Carla Morrison","Manana Sera BonitoKarol G & Carla Morrison"
68,2023-03-11,"Mientras Me Curo del Cora","Karol G","Mientras Me Curo del CoraKarol G"
77,2023-03-11,"No More Talk","Yeat","No More TalkYeat"
95,2023-03-11,"Ojos Ferrari","Karol G, Justin Quiles & Angel Dior","Ojos FerrariKarol G, Justin Quiles & Angel Dior"
86,2023-03-11,"Pero Tu","Karol G & Quevedo","Pero TuKarol G & Quevedo"
83,2023-03-11,"Shmunk","Yeat Featuring YoungBoy Never Broke Again","ShmunkYeat Featuring YoungBoy Never Broke Again"
79,2023-03-11,"Split","Yeat","SplitYeat"
73,2023-03-11,"Tus Gafitas","Karol G","Tus GafitasKarol G"
69,2023-03-18,"Good Girl Gone Missin'","Morgan Wallen","Good Girl Gone Missin'Morgan Wallen"
75,2023-03-18,"Had It","Morgan Wallen","Had ItMorgan Wallen"
65,2023-03-18,"Last Drive Down Main","Morgan Wallen","Last Drive Down MainMorgan Wallen"
71,2023-03-18,"Me To Me","Morgan Wallen","Me To MeMorgan Wallen"
72,2023-03-18,"Money On Me","Morgan Wallen","Money On MeMorgan Wallen"
60,2023-03-18,"On The Street","j-hope With J. Cole","On The Streetj-hope With J. Cole"
76,2023-03-18,"Outlook","Morgan Wallen","OutlookMorgan Wallen"
91,2023-03-25,"Rose Colored Lenses","Miley Cyrus","Rose Colored LensesMiley Cyrus"
68,2023-03-25,"Thousand Miles","Miley Cyrus Featuring Brandi Carlile","Thousand MilesMiley Cyrus Featuring Brandi Carlile"
30,2023-04-01,"Set Me Free, Pt. 2","Jimin","Set Me Free, Pt. 2Jimin"
86,2023-04-08,"The Light","Juice WRLD","The LightJuice WRLD"
99,2023-04-15,"Hot Boy","Nardo Wick Featuring Lil Baby","Hot BoyNardo Wick Featuring Lil Baby"
61,2023-04-15,"Void","Melanie Martinez","VoidMelanie Martinez"
89,2023-04-15,"WHARF TALK","Tyler, The Creator Featuring A$AP Rocky","WHARF TALKTyler, The Creator Featuring A$AP Rocky"
85,2023-04-22,"Careful","NF & Cordae","CarefulNF & Cordae"
99,2023-04-22,"WTF","YoungBoy Never Broke Again Featuring Nicki Minaj","WTFYoungBoy Never Broke Again Featuring Nicki Minaj"
55,2023-05-06,"Alone","Kim Petras Featuring Nicki Minaj","AloneKim Petras Featuring Nicki Minaj"
100,2023-05-06,"Big Truck","YoungBoy Never Broke Again","Big TruckYoungBoy Never Broke Again"
58,2023-05-06,"Haegeum","Agust D","HaegeumAgust D"
96,2023-05-13,"Common Ground","Jack Harlow","Common GroundJack Harlow"
54,2023-05-13,"They Don't Love It","Jack Harlow","They Don't Love ItJack Harlow"
97,2023-05-20,"Curtains","Ed Sheeran","CurtainsEd Sheeran"
83,2023-05-20,"Mejor Que Yo","Anuel AA, Mambo Kingz & DJ Luian","Mejor Que YoAnuel AA, Mambo Kingz & DJ Luian"
84,2023-05-27,"Acrostico","Shakira","AcrosticoShakira"
2,2023-05-27,"All My Life","Lil Durk Featuring J. Cole","All My LifeLil Durk Featuring J. Cole"
62,2023-05-27,"Bitch Let's Do It","YoungBoy Never Broke Again","Bitch Let's Do ItYoungBoy Never Broke Again"
85,2023-05-27,"Bury Me In Georgia","Kane Brown","Bury Me In GeorgiaKane Brown"
94,2023-05-27,"Everything She Ain't","Hailey Whitters","Everything She Ain'tHailey Whitters"
87,2023-05-27,"F**k The Industry Pt. 2","YoungBoy Never Broke Again","F**k The Industry Pt. 2YoungBoy Never Broke Again"
98,2023-05-27,"I Heard","YoungBoy Never Broke Again","I HeardYoungBoy Never Broke Again"
66,2023-05-27,"Life Goes On","Ed Sheeran Featuring Luke Combs","Life Goes OnEd Sheeran Featuring Luke Combs"
95,2023-05-27,"Your Heart Or Mine","Jon Pardi","Your Heart Or MineJon Pardi"
